,0
216,1.410069647699825e-10
217,6.160306599584289e-11
218,1.3498503889864e-10
219,6.741402279960599e-11
220,6.628090972674573e-11
221,7.184801550602995e-11
222,5.710515770684035e-11
223,1.4052472807370617e-10
224,8.630810922330583e-11
225,7.197585100763556e-11
226,1.3386227974075835e-10
227,3.905082912180551e-11
228,7.064034390742924e-11
229,1.1532055698840326e-10
230,1.8340758399387966e-10
231,1.0586145800252435e-10
232,1.2036239602199982e-10
233,1.0033554673060566e-10
234,1.0530968963319178e-10
235,1.5764790953999283e-11
236,7.597081622495265e-11
237,1.1121071910481983e-10
238,6.870877465744913e-11
239,7.267711050736335e-11
240,2.4477249308112555e-11
241,3.454512339032063e-12
242,2.241307661928182e-10
243,3.4015023163548676e-11
244,3.4682511413650334e-11
245,3.017861750315429e-11
246,1.2935775203733353e-10
247,3.4770167217781255e-11
248,9.176433172959319e-11
249,1.988463328027253e-10
250,5.571617144791055e-12
251,2.4636874747397934e-11
252,4.305179335776254e-11
253,4.6492975616701085e-11
254,3.508770565159487e-11
255,3.6950673744608555e-11
256,1.300759543740368e-10
257,3.874015774557542e-11
258,1.6906269913924572e-10
259,1.9814047618056108e-10
260,2.3499452000962463e-11
261,1.1553106062635139e-10
262,3.0312116477647893e-11
263,6.231543502982661e-11
264,5.569153772874863e-11
265,1.5311997012814287e-10
266,1.2641254881440216e-11
267,2.5723661231059995e-11
268,1.900262984496882e-10
269,1.4890512630852604e-10
270,4.369654552574401e-11
271,1.7116208578824606e-10
272,1.6996744985956183e-11
273,5.2266262872440916e-11
274,1.189039926006285e-11
275,1.8430628855493917e-10
276,6.070339812168053e-11
277,3.777751413827579e-12
278,1.379182331879277e-10
279,1.2473192720595262e-10
280,9.752415736015263e-11
281,3.9201933106492985e-11
282,3.85604867914779e-11
283,6.636113717478198e-11
284,1.4903684932217038e-10
285,4.592732174480214e-11
286,1.3806300252702831e-11
287,2.102302257687506e-12
288,3.086244575244868e-11
289,9.28253807776889e-11
290,5.519835281617914e-11
291,9.256872815519339e-11
292,9.06478523722507e-12
293,4.4020970579681677e-11
294,9.090385608156672e-11
295,2.5973866805842005e-10
296,1.5138749842547348e-10
297,1.6822478020539133e-10
298,1.8281620389439695e-10
299,2.9464082169682466e-11
300,7.28415606904987e-12
301,1.5595271771086308e-13
302,5.63019444756546e-11
303,2.1471789755618627e-10
304,5.286892618417027e-11
305,8.409005293080607e-11
306,4.051339042099682e-11
307,1.3458479370056318e-10
308,7.2234013757108875e-12
309,1.6782600019623192e-10
310,2.533856986370099e-10
311,2.385087440922364e-10
312,1.608860391100217e-11
313,9.570264548634902e-11
314,9.10687107653384e-11
315,2.668606772994409e-10
316,2.938714562440675e-11
317,7.531983084579984e-11
318,1.0829277162263326e-10
319,6.059223559009805e-12
320,5.117760331291142e-11
321,9.158823615219984e-11
322,1.9414708188743786e-10
323,5.147340217012482e-11
324,8.309155437476919e-12
325,6.98985842701743e-11
326,8.039027088998789e-11
327,1.3331223436814432e-10
328,1.5218668054942416e-10
329,1.5792145850163098e-10
330,2.1247985152492724e-11
331,1.8473465551542715e-11
332,2.1060465073394556e-11
333,4.284035926844878e-11
334,2.1899840719144192e-10
335,1.1669471106213489e-10
336,1.1323114326518268e-12
337,5.571130585792879e-11
338,1.6950829707003885e-11
339,9.488975478025527e-11
340,1.6048834737470094e-10
341,1.0225506181053032e-10
342,1.6128372341954086e-10
343,5.369059115627576e-12
344,1.001962923468689e-10
345,3.214870578653834e-11
346,7.08829512440376e-11
347,1.268389070235553e-10
348,3.312672299380587e-11
349,1.959502160505939e-10
350,5.309580941368422e-11
351,8.08950392835905e-12
352,1.242778318851173e-11
353,4.538696690671767e-11
354,6.214916261438109e-11
355,3.93493660174151e-11
356,9.190315300211927e-11
357,8.390153419986874e-11
358,1.5011212861195268e-11
359,6.704418857272805e-11
360,2.320623963815477e-12
361,1.579139577166593e-10
362,8.422342238907833e-12
363,4.153869944099961e-12
364,1.9396481412213102e-10
365,1.3662701810939003e-10
366,1.2730522662918495e-10
367,6.545287193078455e-11
368,7.216723659856061e-11
369,5.944133560380706e-11
370,1.0939323399959643e-10
371,1.837646438031989e-11
372,5.895330895127302e-11
373,4.2358166864597686e-11
374,8.963014407420292e-11
375,1.4743365050054886e-10
376,3.321971052472157e-11
377,5.347966953995951e-11
378,1.0519362056201874e-10
379,6.367344520206521e-11
380,1.9240127448816286e-10
381,2.7274306976967985e-13
382,1.1999041534278094e-10
383,3.21416841937453e-12
384,3.302384587666049e-11
385,1.3788039441629922e-10
386,2.431666987785077e-10
387,1.3367108433179325e-10
388,1.0608149940949337e-10
389,5.918107789925513e-11
390,2.7258546973580064e-11
391,1.1192749432006792e-10
392,5.676412743227886e-11
393,1.6354882487735504e-11
394,7.800916306474355e-11
395,1.648082622053527e-11
396,1.1670562767163387e-10
397,1.0988183896994083e-10
398,1.7368406042338821e-10
399,1.3766690497224733e-10
400,1.070140165841623e-10
401,5.174735922542704e-11
402,1.0535937736192393e-10
403,1.5238022283087566e-10
404,1.9207342461460634e-10
405,1.0080558685214311e-10
406,5.6900948687193816e-11
407,3.5597029501316134e-11
408,7.518262128674957e-11
409,2.3320716556974175e-11
410,1.4805044215764613e-10
411,7.335426598623705e-11
412,1.4448763351396028e-10
413,1.037007564635831e-10
414,7.645745412350947e-11
415,9.739650740284254e-11
416,2.4975300361437252e-11
417,8.506621613185447e-11
418,4.044396517176856e-11
419,6.52534136922269e-11
420,1.391141856400109e-10
421,1.67437522525443e-11
422,6.191677510467649e-11
423,4.286743356629457e-11
424,1.9911005442102642e-10
425,7.288582724006594e-11
426,5.778968282207217e-11
427,1.4757747282938555e-10
428,1.2855515747042372e-10
429,4.8378235997497257e-11
430,8.400522009062889e-11
431,1.1484098117664718e-10
432,9.366247639369032e-11
433,1.84898680011592e-11
434,9.43719159750062e-11
435,3.0424351165849284e-10
436,1.477647469032306e-10
437,5.004469653843683e-11
438,1.8234222867850778e-10
439,1.5215024191606235e-10
440,9.402757283143553e-11
441,5.1837020971891134e-11
442,3.462989304168342e-11
443,2.3886344759752247e-10
444,3.400163534825292e-11
445,6.795802887961643e-11
446,5.982500771400449e-12
447,5.34525430765746e-11
448,3.347168739126887e-12
449,2.7225360506928966e-12
450,3.063856754756717e-11
451,8.631177602973727e-11
452,8.826780521803481e-11
453,1.0284635265878061e-10
454,6.176332481101743e-11
455,7.071976391199293e-11
456,8.572637458157308e-11
457,8.674591861645057e-11
458,1.5007396817933616e-10
459,1.3811132103047268e-11
460,3.446229384290744e-11
461,1.0349654606555267e-10
462,1.905139787007697e-11
463,1.2414994032507223e-10
464,4.473422457054782e-11
465,8.599049411210841e-11
466,1.0474270900933113e-10
467,1.8852838304446187e-12
468,3.19294546163343e-12
469,9.124203498505995e-11
470,7.47126271507648e-11
471,3.074837857480647e-11
472,6.992109115345372e-11
473,5.003503105354112e-11
474,1.0173830633211068e-10
475,7.776059428867911e-11
476,1.5522218683961212e-10
477,4.606818987122772e-11
478,2.596469030213876e-11
479,5.472174724058227e-11
480,3.153986967964445e-11
481,2.599702978497532e-10
482,8.71944770270126e-11
483,1.0510126250743922e-10
484,2.493121766001149e-10
485,1.2406034445352094e-11
486,3.551096306918865e-11
487,1.3242287295710114e-10
488,1.65161473248606e-10
489,3.864283173901154e-11
490,1.6390370452218964e-11
491,1.458894800004241e-11
492,1.187007663503614e-10
493,1.3827846322729668e-10
494,6.39135717992312e-11
495,1.6058263740490055e-11
496,1.6045788982446472e-10
497,4.4404952452673206e-11
498,5.173778501819129e-11
499,1.0581177678435021e-10
500,2.3324257127289384e-10
501,1.894457154190788e-10
502,1.9922807360292302e-10
503,2.6412072742926225e-10
504,2.3397404100110555e-10
505,1.2181745615326752e-11
506,2.56766066052926e-11
507,9.207389457378657e-11
508,8.643679144835385e-11
509,1.1978110980804403e-10
510,1.2277029894801925e-10
511,1.0618339181767025e-10
512,4.326592781511216e-11
513,1.0678049836297433e-10
514,3.456631440555014e-11
515,5.6214506701985136e-11
516,1.19944807372878e-10
517,5.294118041769607e-11
518,9.214549458496204e-12
519,8.226390845334604e-11
520,1.0904039244249667e-10
521,1.4700329835303933e-10
522,9.083801413842081e-11
523,5.430589160867683e-11
524,1.724035599469101e-11
525,5.848419796846707e-11
526,1.2413465948189813e-11
527,8.15001915410131e-11
528,2.0079611321053935e-10
529,1.4397215196805038e-10
530,1.0616793356882353e-10
531,1.1654202393107872e-11
532,1.530429182075112e-10
533,9.389955506787712e-11
534,9.276401118989992e-12
535,5.2211603260890104e-11
536,2.5081624198446784e-11
537,1.5691515533090616e-11
538,3.423765610110911e-11
539,7.963598632730259e-11
540,1.1656326044422582e-10
541,5.268437397681933e-12
542,3.022253946263896e-11
543,2.036415691432042e-10
544,1.7111688896500797e-10
545,1.6591237813772882e-11
546,9.018849936048509e-11
547,1.7516984514949173e-10
548,2.1592762355782984e-11
549,8.206898727006167e-11
550,6.77993119540974e-11
551,2.3281598498736485e-10
552,4.3333727494725234e-11
553,2.0437846797192284e-11
554,1.200113664896312e-10
555,1.156696044089138e-10
556,1.5543769019280953e-10
557,1.3055581027530306e-10
558,7.642437899419142e-11
559,4.590247620103542e-11
560,4.7471728834320914e-11
561,6.96678816190432e-11
562,9.529362958287169e-11
563,1.5860741781899389e-10
564,1.0312253734310608e-11
565,5.972984074887965e-11
566,3.223688062713302e-12
567,2.3381413280805667e-11
568,4.3243709907762544e-11
569,1.0669285154340454e-11
570,2.2555219665951683e-11
571,4.2356605422836894e-11
572,1.4205363092176973e-10
573,8.989812302902956e-11
574,5.412485472234056e-11
575,8.877272344449279e-11
576,1.9343445948715044e-11
577,1.0264877514008622e-10
578,2.3655769622804286e-10
579,1.2855872317091261e-10
580,1.199735893434762e-10
581,8.290330299758744e-11
582,5.193806444419731e-11
583,8.965037318200911e-11
584,2.2100585173487706e-10
585,3.454340708866391e-11
586,2.5850369882819757e-10
587,1.7124376706178006e-10
588,5.875501514362975e-11
589,9.391425013179365e-11
590,8.171388471311123e-11
591,1.9786938177984206e-10
592,8.280616205189529e-11
593,1.5952382588805236e-10
594,6.749939323942115e-11
595,9.572643788942777e-11
596,6.190169245576775e-11
597,3.272262198842029e-11
598,7.878560332546186e-11
599,1.4527073509351618e-10
600,1.0701638516135177e-11
601,9.520777271584467e-11
602,4.4674628120498374e-11
603,7.967188292031674e-11
604,1.3384690699375387e-10
605,4.7608987903636e-11
606,6.783908258996995e-11
607,1.1632941654314055e-10
608,6.096957337104054e-11
609,2.060699859600816e-10
610,2.513966147490575e-10
611,1.0476353194591218e-10
612,1.5696442585281216e-11
613,7.293692668548438e-12
614,6.207994066761666e-11
615,2.984507168867943e-11
616,3.863492627321297e-11
617,1.2150221076758082e-10
618,8.355058733010701e-11
619,4.292958063154663e-11
620,4.8518242088407854e-12
621,2.310204446973529e-11
622,5.651920429376826e-11
623,2.154376728071051e-11
624,4.573834916981094e-12
625,4.107342739922444e-11
626,1.5178565350390594e-11
627,5.5311077346333836e-11
628,1.405143346356739e-10
629,3.473074941654455e-11
630,9.547268763859318e-11
631,3.2817417154847957e-11
632,1.0482481605089035e-11
633,2.069894851276144e-11
634,2.2352482352930105e-11
635,6.13014031867551e-11
636,3.647761583663318e-11
637,4.491341256851996e-11
638,8.288616404491868e-12
639,2.6365527432604224e-11
640,5.6240943542983765e-11
641,1.5616639324659905e-10
642,1.2361725291859001e-10
643,3.1782883092143406e-11
644,6.171916002053221e-12
645,2.0925064519722764e-11
646,2.2115297933485e-11
647,5.117339677711468e-13
648,8.239364256867484e-11
649,1.1971917721906737e-10
650,3.3454983072614256e-11
651,1.0033310150462017e-11
652,5.386503378797223e-11
653,6.370509619388823e-11
654,8.182766857208094e-11
655,6.400866979356152e-11
656,6.082735832009797e-11
657,1.3449660409146196e-10
658,2.8343254775849296e-11
659,2.175365924020237e-11
660,1.3373595812085173e-10
661,2.8356638522035614e-11
662,7.814065800870947e-11
663,2.8687973060180966e-11
664,5.478734253767549e-11
665,9.044461992662809e-12
666,6.52032233704495e-11
667,3.7359733562661864e-11
668,9.510734962820932e-11
669,4.271069894788326e-11
670,1.4826662741489055e-10
671,8.801985328478055e-11
672,9.352547298756659e-11
673,9.407071596505146e-12
674,3.4501999684610956e-12
675,1.3702916481770712e-10
676,1.778507618591049e-10
677,1.6231101641035422e-10
678,1.5764742850532227e-10
679,6.381812620698587e-11
680,8.392848197354473e-11
681,1.0828621823047471e-10
682,2.992573903346717e-11
683,4.9424988431643077e-11
684,5.542431630766514e-11
685,2.9089373330840886e-11
686,3.0398809952226207e-12
687,6.318748347720822e-11
688,1.7954086170685404e-10
689,1.4462318629044075e-10
690,1.3158326692157866e-10
691,1.262762334522342e-10
692,3.6399180015515165e-11
693,1.0057369314452308e-10
694,9.00479296838212e-11
695,4.6502517186229647e-11
696,3.382154685262532e-11
697,3.2317030579079255e-11
698,1.6683638845014497e-10
699,1.356425263365805e-10
700,5.701722455367277e-11
701,1.4060232887978235e-11
702,1.166621180844661e-10
703,1.3019683806730406e-10
704,1.219638778505778e-10
705,4.5479989873012555e-12
706,1.2256347234267335e-10
707,5.2459697998067964e-11
708,4.58198599442542e-11
709,2.1405657798184872e-10
710,1.1368003899320181e-10
711,2.957792636346532e-11
712,2.0200003558115995e-11
713,6.222285584243162e-11
714,4.549231067581207e-11
715,1.6795565390763814e-10
716,1.6520020053196855e-11
717,1.6627150804851216e-10
718,8.970482391634952e-12
719,2.057784904442744e-11
720,6.559725365624257e-11
721,4.665755468614912e-11
722,3.686874319060694e-12
723,4.964084338741447e-11
724,3.6652203311387915e-12
725,2.4591040533132567e-10
726,5.569269441592732e-11
727,7.101182277616532e-11
728,4.697369188842412e-12
729,4.774970517421602e-11
730,4.301403659847839e-11
731,9.804271785365823e-11
732,3.0884253500023637e-11
733,5.856514040719616e-11
734,4.003392493612915e-12
735,1.7229408540812702e-10
736,1.1391110177879121e-10
737,2.3199575001392676e-11
738,1.342656298341376e-10
739,2.9145904437946095e-11
740,1.0323285796352163e-10
741,6.323338187988155e-11
742,1.7238333085612976e-10
743,1.0134264455961561e-10
744,6.284171087575142e-11
745,1.7467417855150305e-10
746,2.3053124814105114e-11
747,4.762090842809759e-11
748,2.497834582923136e-10
749,3.293519800111035e-11
750,1.3393456480621636e-10
751,1.7501796426911317e-11
752,1.2907553737757642e-10
753,2.7379914218828627e-11
754,1.0797126168397354e-11
755,9.003580348845516e-12
756,6.889538722628094e-11
757,5.4209751320681294e-11
758,9.984788186064603e-11
759,3.003022555567687e-11
760,3.4795723652119415e-11
761,2.2279080074567854e-10
762,1.7965241141563153e-11
763,9.932368615061662e-11
764,2.4503533772405954e-13
765,1.0944119403272539e-10
766,2.0020400453921498e-10
767,4.141888527624084e-11
768,6.509062427857378e-11
769,1.7959436561598442e-10
770,1.1745569098396652e-11
771,2.194006105270251e-11
772,1.2107209689846758e-10
773,9.94680169237337e-13
774,3.4895146827405696e-11
775,2.964638132167997e-11
776,3.256550079452557e-11
777,1.280449689171433e-10
778,7.846454013191758e-11
779,5.759872828432062e-11
780,1.0020319320422259e-11
781,2.742564887505022e-11
782,1.5311158469837842e-10
783,3.50491214801038e-12
784,9.258374997458058e-11
785,1.993457624086347e-10
786,1.4639198407656765e-11
787,2.1967115732238195e-10
788,1.4210700904979368e-11
789,1.47010336028687e-11
790,1.2474010985025518e-10
791,8.268972450197874e-11
792,4.7178410884949826e-11
793,1.273760661652951e-10
794,7.353869056424797e-11
795,1.7585937406739636e-10
796,1.6181351070838152e-11
797,1.7230178898206415e-10
798,1.5001246322046769e-10
799,4.371151402819457e-11
800,3.551721203144853e-11
801,1.262619304528566e-10
802,3.0152529713888037e-11
803,1.2782603336940955e-10
804,2.232915903429014e-11
805,1.1931204246192922e-10
806,5.200055665910358e-11
807,5.100664896688039e-11
808,2.2801949938092623e-11
809,2.0380995561263387e-10
810,1.406306570289647e-10
811,6.030145835812091e-11
812,1.108948515467819e-10
813,1.4225370333621736e-10
814,2.1771019079092705e-10
815,1.4711148305718086e-10
816,7.481496101008102e-11
817,1.752610107086268e-12
818,3.9321506998637766e-11
819,2.4430302942266575e-10
820,4.352940701737403e-11
821,3.0004235419329876e-12
822,1.5969589542830023e-10
823,6.4028244366914e-11
824,1.6920016248559552e-11
825,6.627619636581272e-11
826,7.741175187328136e-11
827,2.032639197274809e-11
828,3.655707833854412e-11
829,1.1090055266172754e-11
830,8.415045046795946e-11
831,7.39229190937048e-11
832,1.1014305918038927e-10
833,2.5257405456426956e-11
834,1.0116529978450893e-10
835,1.7118242306866732e-10
836,5.858885259530037e-11
837,1.0176840527065712e-10
838,1.6466426182098006e-11
839,7.33667135932692e-11
840,2.5606263018334116e-11
841,1.2402440303820015e-10
842,6.067262525137867e-11
843,1.4869591903782466e-10
844,8.739151207124471e-12
845,5.497810754227375e-11
846,6.18128356670737e-11
847,3.92191243540358e-11
848,8.648383811658686e-11
849,2.1615430203451035e-10
850,1.6698740314274786e-11
851,7.085766354028309e-12
852,5.3665918233696284e-11
853,6.879080276656509e-11
854,1.0589592385097218e-10
855,9.479424410652803e-11
856,4.336639278856274e-11
857,1.523793667249931e-10
858,2.3342948847800557e-11
859,5.123177386905986e-11
860,3.572820329130438e-11
861,4.3004672085382374e-11
862,5.1788111352488444e-11
863,1.0786277953402173e-10
864,4.009764496794293e-12
865,4.6716175330626705e-11
866,8.058463044253739e-11
867,6.47843640745842e-11
868,1.0181414607887316e-10
869,2.872044755633963e-11
870,8.880142183580789e-11
871,5.689264993368011e-11
872,3.351100631118976e-11
873,1.8145575240098525e-10
874,1.8041089664822665e-10
875,5.4285318603650225e-11
876,1.60920161569158e-10
877,6.330787650306313e-11
878,5.940742281935668e-11
879,9.362464431895905e-11
880,1.2490604551695965e-10
881,5.3085266653389683e-11
882,9.917861844976363e-11
883,1.5651377230076113e-10
884,6.139144584764e-11
885,1.234142666483109e-10
886,5.6644925773336186e-11
887,3.673639838494912e-11
888,1.4650987405096238e-10
889,1.6812376343750934e-10
890,3.910589621457925e-12
891,8.286683455672343e-11
892,2.107907081901581e-10
893,8.60008651283971e-11
894,1.1312530699147199e-11
895,3.469943131956275e-11
896,3.9202313007596783e-11
897,3.5608194023002224e-11
898,8.32728620391228e-11
899,2.1316657120062352e-10
900,6.659326461198215e-11
901,2.062139667501615e-10
902,1.0288992919382882e-11
903,8.191766129997322e-11
904,2.0283668266460364e-11
905,1.0669605580480522e-10
906,7.59494653816618e-11
907,1.2271211974998287e-10
908,1.0775499385593851e-10
909,1.5290721771381823e-10
910,8.254673387472678e-11
911,1.7269536065928507e-11
912,7.624336478930416e-11
913,1.1941373734583432e-10
914,1.3975881739815892e-10
915,4.392115476775657e-11
916,5.724876207161848e-11
917,6.923012890060299e-11
918,2.4424059584889403e-11
919,3.3850634853091246e-11
920,8.139289320657961e-11
921,7.254552569070158e-11
922,2.6889883892911196e-11
923,1.7676945643676095e-10
924,7.335052685965723e-11
925,3.240942718730849e-12
926,2.6523625604002202e-11
927,2.3092885599932402e-10
928,9.36189676961724e-11
929,8.042846026630606e-11
930,4.705738213125193e-11
931,2.6737480403846705e-12
932,3.0523219967339484e-11
933,3.563905264213117e-11
934,1.2872902998837912e-11
935,3.000360687892422e-11
936,8.56888030939501e-11
937,7.571879502378749e-11
938,1.3646143110663718e-11
939,5.227074390260202e-12
940,6.251688114674406e-11
941,1.370021263879465e-10
942,1.4447002180131617e-10
943,6.15619120371926e-11
944,7.914610233437205e-11
945,1.0683495578214102e-11
946,1.5990468468652747e-11
947,3.958048907907423e-11
948,1.3484570630643628e-11
949,6.647841985538952e-11
950,1.931781038737229e-11
951,6.566766075736982e-11
952,6.994722298618519e-11
953,9.064049442174786e-11
954,7.556342478896601e-12
955,1.1290420081996411e-10
956,4.463486991296464e-11
957,5.613282165136284e-11
958,5.3277234003190386e-11
959,8.794456528218898e-11
960,4.253698174737268e-11
961,2.1709900919034783e-10
962,1.1341809993792468e-10
963,2.7059051427032065e-12
964,9.784263219805917e-11
965,1.4230165348482788e-10
966,4.095932271542453e-11
967,1.579686204771323e-10
968,5.942618493996213e-11
969,5.122812123885247e-11
970,1.0526820941414366e-10
971,1.4259634133087591e-11
972,9.242042271657268e-11
973,1.030465640541766e-10
974,1.0807006419103612e-11
975,2.684200601593727e-11
976,4.664506341150802e-12
977,9.392951614347798e-11
978,6.07852379981116e-11
979,1.8895273330403326e-10
980,3.074219742195395e-11
981,7.269474795336372e-11
982,2.840547667084285e-11
983,6.189320442366336e-11
984,1.7001132266334254e-11
985,9.34690997937231e-12
986,1.8506895304654276e-10
987,1.309311997202194e-10
988,1.3627442631153446e-10
989,8.504616493559016e-11
990,1.6519421264885348e-10
991,2.7566958834602216e-11
992,7.511395171819769e-11
993,1.8427160691079773e-10
994,1.3329283614573976e-10
995,2.7565069614593437e-10
996,4.646151138978848e-11
997,1.6275635890279352e-10
998,6.203267457290653e-11
999,7.656156602633522e-11
