,0
93,7.427468898635334e-06
94,5.163182961289951e-06
95,7.704132365601711e-06
96,2.0301617805551165e-06
97,5.554367885593868e-06
98,8.684697193386823e-06
99,5.916418275345487e-06
100,4.185087999912823e-06
101,5.233374658646994e-06
102,6.60350341333686e-06
103,7.599642029007352e-06
104,4.739100370847758e-06
105,2.2547152681403035e-06
106,5.684701762525913e-06
107,3.99724257282344e-06
108,7.062537615165879e-06
109,3.980074405855822e-06
110,2.1968388521352875e-06
111,7.108816531386054e-06
112,2.4739634235994837e-06
113,4.599171271677976e-06
114,1.0939085646934037e-05
115,1.8950707513782546e-05
116,1.3583767612808466e-05
117,1.4189494831775394e-05
118,1.591515525877537e-05
119,3.6957922462485164e-06
120,1.3274325744686452e-05
121,1.611162301739572e-05
122,3.3148923197933416e-06
123,6.7150778463937015e-06
124,6.119158106989547e-06
125,3.333728054344293e-06
126,1.4065040646586118e-05
127,1.461085102221612e-05
128,1.4457835518619459e-05
129,1.485080314833399e-05
130,5.777419379024961e-06
131,1.060242780045408e-05
132,3.210118810049448e-06
133,7.486039686160121e-06
134,1.4733284364029802e-05
135,4.343716578701927e-06
136,7.90573803624336e-06
137,3.5248764672085893e-06
138,9.825185425692912e-06
139,1.235931573661679e-05
140,4.4048748127811936e-06
141,1.5241654963989506e-05
142,8.168759158174617e-06
143,1.3596327230481508e-05
144,1.4584625871118176e-05
145,1.9163051763856023e-06
146,1.5783707152075281e-06
147,1.3526877494259073e-05
148,6.085753415257718e-07
149,2.178589161485008e-06
150,3.1129086056410935e-06
151,5.731233879113681e-06
152,5.392606307853069e-06
153,8.885819056890635e-07
154,8.586324281187195e-06
155,7.4914515004361305e-06
156,1.660065400239034e-05
157,9.610604013641054e-06
158,2.9727513817213578e-05
159,3.3935061249756832e-06
160,1.5584203162238915e-06
161,1.1112729592650128e-05
162,6.732578962331895e-06
163,1.883304053527266e-05
164,7.3247077956433325e-06
165,2.7554723253150272e-06
166,2.7179307240452465e-05
167,1.670207770044675e-06
168,1.4189310062249981e-06
169,1.5678183677261175e-07
170,1.0792240083222917e-05
171,1.9743277720387175e-05
172,1.5930127421857205e-06
173,6.338657648255e-06
174,5.632067422747026e-06
175,1.5208559500565885e-05
176,2.029587719170459e-06
177,2.0326998838531344e-05
178,2.374515704444599e-06
179,1.66148568305974e-05
180,5.989781846267662e-06
181,1.8486490683730141e-06
182,8.124106685528529e-06
183,4.72031945296622e-06
184,4.293747620137225e-06
185,4.975879172955277e-06
186,1.3879689870132115e-05
187,3.772997230776609e-06
188,8.061996426976524e-06
189,1.1258617679960653e-05
190,2.7079679171700564e-06
191,8.156690255178367e-06
192,5.241513513957097e-06
193,3.6165799003317347e-06
194,2.4093214242570375e-05
195,3.5257722331589357e-06
196,1.0681538657922745e-05
197,1.3150375945807987e-05
198,2.328576867769133e-06
199,3.474551528350017e-08
200,2.1558949664319993e-07
201,1.7000040187424756e-06
202,1.0255657878705818e-06
203,6.074878149797809e-06
204,1.068785730196701e-05
205,5.6710161569179755e-06
206,1.387254346169165e-05
207,1.6332485923961674e-05
208,6.433067542526307e-06
209,1.567668567707292e-05
210,1.705559473458772e-05
211,1.7183392657067435e-05
212,1.2742975249204594e-05
213,8.35598265844868e-06
214,3.728965461180435e-06
215,1.721297342269655e-05
216,2.0897434312687336e-05
217,1.2580715099206532e-06
218,4.31357361345263e-06
219,1.214468695956107e-06
220,1.7059966411024397e-05
221,3.0186145331916275e-06
222,6.377489689427535e-06
223,5.975630777755435e-06
224,6.183282405606672e-06
225,1.210129902934312e-05
226,4.377062398931013e-06
227,1.2249326365426486e-05
228,1.0924365308873389e-05
229,1.0154573503050984e-05
230,6.7382178156834676e-06
231,9.193906946367259e-06
232,3.338933735361292e-06
233,8.869815057467105e-06
234,2.386073087570028e-06
235,8.245707732002396e-06
236,9.991955178728213e-06
237,3.588531478913747e-05
238,1.913344500636453e-06
239,2.285138833721865e-05
240,4.897545548598932e-07
241,3.3977110048753465e-06
242,2.4722663753183934e-07
243,1.0657834301374141e-05
244,1.761313946918658e-05
245,7.440089082751262e-06
246,4.416515761964226e-06
247,3.044571189434433e-06
248,3.676654266713178e-06
249,8.475805081888213e-06
250,5.519203882669928e-06
251,6.510117620198067e-06
252,2.581900690833418e-06
253,2.7129729535394386e-06
254,1.0007624051654615e-05
255,9.90584598880506e-06
256,7.230336708128534e-06
257,4.183918361314162e-06
258,6.993165896767208e-06
259,1.3056208983534434e-06
260,1.25722466129239e-05
261,2.7524001347211464e-06
262,2.2736713727054e-05
263,3.583569704826765e-06
264,9.200679082370452e-07
265,2.2199259952048323e-05
266,7.776623020036348e-06
267,7.72881539152684e-06
268,3.093172050666099e-06
269,7.397775540459667e-07
270,2.4853035681815674e-06
271,1.092807992168536e-06
272,1.4984488865163172e-06
273,9.757893398693934e-06
274,5.443972725848756e-06
275,3.6835716265753666e-06
276,2.076649409048625e-06
277,2.507570978748481e-06
278,6.570351522179075e-07
279,5.308165100994763e-06
280,1.3093962531194024e-05
281,6.95917107159431e-06
282,3.3849535382374144e-06
283,3.2619194028610585e-06
284,5.959394419593977e-06
285,1.5480429935730576e-05
286,6.001450496105828e-06
287,3.0102495850759032e-06
288,9.199819145493762e-06
289,2.5257957285253355e-06
290,1.1141659325158953e-05
291,6.48255748484371e-07
292,9.799912908080155e-06
293,1.2247694453269161e-05
294,6.022457422928763e-06
295,3.6952368381493906e-06
296,1.4525894870124943e-06
297,2.2020828875637982e-07
298,1.481387086618374e-06
299,7.058643866083858e-06
300,4.214769768856974e-06
301,1.0412937682502778e-05
302,8.210483558270146e-07
303,7.218112171223359e-06
304,2.449075657771627e-06
305,1.1171746853286401e-05
306,6.364935266881183e-06
307,6.5555096913444534e-06
308,5.9795539050420834e-06
309,1.927561238677833e-05
310,7.90345831118443e-06
311,5.257768855861246e-06
312,2.0039771173962692e-06
313,2.7155369846438175e-06
314,1.0844899958040312e-06
315,6.527102615269862e-06
316,5.97584923556053e-06
317,2.929789711384209e-06
318,1.586056074326063e-06
319,5.416493593826439e-06
320,1.3677108622463096e-07
321,3.2685496668610315e-06
322,3.136228622987016e-06
323,6.4191729875912085e-06
324,2.0241687720352388e-05
325,1.952583960273243e-06
326,4.642637288089617e-06
327,1.1944421168328456e-06
328,1.9188107447881052e-07
329,1.0841269457114856e-05
330,1.3564626748670968e-05
331,2.398403282545928e-06
332,1.1824720736734897e-05
333,7.213687838046096e-06
334,4.70829189308069e-06
335,2.9622272787087394e-06
336,6.948196104801552e-06
337,7.021990428716428e-06
338,1.4069842460909e-05
339,1.4932057656483717e-05
340,2.0242428937571026e-05
341,8.253423955236722e-07
342,1.9891552618533595e-05
343,1.0275540790528619e-05
344,7.438391581201401e-06
345,8.392037706869721e-06
346,5.228922971867816e-06
347,6.880131405723044e-07
348,2.5723284460427843e-05
349,1.8928901941703626e-06
350,2.9086487947189118e-06
351,7.875229363681944e-07
352,6.726340498925191e-06
353,7.3728445701133165e-06
354,7.911555520529001e-06
355,2.3724739255861474e-05
356,4.227979792599896e-06
357,2.0976117033888596e-05
358,1.814515696586652e-05
359,9.105370236020193e-06
360,1.7404468405183504e-05
361,1.0161503713765431e-05
362,9.71559822900295e-06
363,1.4980710070300957e-05
364,4.249640913276853e-06
365,1.1233723586679881e-05
366,2.822725352946118e-06
367,2.2115523772876627e-05
368,1.2436032345301172e-05
369,2.006917310391768e-05
370,1.5034177048285836e-05
371,1.7732588856267345e-07
372,3.043684948078179e-06
373,6.203326651586525e-07
374,3.824274575989098e-06
375,1.2475748616926037e-05
376,9.974798942699519e-06
377,8.884705213793996e-06
378,2.5141429361530507e-07
379,1.955900587353078e-05
380,8.315862951126067e-06
381,1.6876018728018403e-05
382,2.2937905949426206e-05
383,1.2516550574420872e-06
384,2.063956975112195e-06
385,5.488131142379838e-06
386,1.0489182562785745e-05
387,1.0612545051738965e-05
388,5.237419481187867e-06
389,4.627335124233319e-06
390,1.3189435166509642e-06
391,2.2438094184619795e-06
392,4.0853948472848685e-06
393,1.133334862704768e-05
394,1.2380573901014646e-05
395,1.2554857346281283e-05
396,1.1019735534107653e-05
397,1.360293828135827e-05
398,5.415305456514547e-06
399,2.148089553780403e-05
400,5.2054891075436104e-06
401,8.109487155045138e-06
402,1.6275049532199755e-05
403,3.7374599886151402e-06
404,1.2891023053627072e-07
405,1.1133040591098149e-05
406,3.7935996188060573e-07
407,1.970220658551255e-05
408,8.653755963478328e-06
409,8.280904081305735e-06
410,4.015740100301275e-06
411,5.458498711894813e-06
412,1.4030876652906661e-06
413,3.838046818278825e-05
414,1.4072285172813454e-05
415,8.549721638461682e-06
416,9.837510143609523e-06
417,7.718682156677516e-06
418,3.359046076980857e-07
419,2.2406441257456025e-05
420,2.463444169099457e-06
421,5.76277941150548e-06
422,1.4666164433758349e-05
423,2.062499773862585e-05
424,9.590486044252983e-06
425,2.0302721340564225e-05
426,8.0782406701559e-06
427,1.9312336331059822e-05
428,6.653965844262094e-06
429,2.6136028426052312e-05
430,1.0592816313853136e-05
431,5.483834639676763e-06
432,8.13174703310887e-06
433,3.5144600079842136e-06
434,7.987833355286301e-06
435,5.324084629802146e-06
436,1.646220912866028e-05
437,2.524735336904333e-06
438,2.762950435314367e-06
439,4.02030576915923e-06
440,4.940923393771978e-06
441,4.127551105367862e-06
442,6.5021741823330245e-06
443,1.6174925412138736e-05
444,1.4792264255559117e-05
445,2.251336761690746e-05
446,2.8652914698844203e-06
447,1.0501597707107348e-05
448,2.094410687606332e-06
449,1.8795251557076157e-05
450,2.6883384500537004e-05
451,9.629183452494537e-06
452,2.0836345933661746e-08
453,1.7055449601964602e-06
454,9.41173433117702e-06
455,1.867553018680124e-05
456,3.2894051960015154e-06
457,1.7736715411753162e-08
458,4.710927280418263e-06
459,9.959695837206356e-06
460,2.2029489761597572e-05
461,7.227055933205342e-06
462,3.606149570697259e-07
463,1.3407612620623127e-05
464,1.1362097576424209e-06
465,3.727301059287589e-06
466,1.6419564948203097e-05
467,9.807973165078894e-06
468,3.2440507387480883e-06
469,2.805458054707143e-08
470,1.4090093204613394e-05
471,5.9897218946530756e-06
472,4.000334340638208e-06
473,8.472940059062355e-06
474,1.1178504364966742e-05
475,2.5717424774121405e-06
476,6.134758147106502e-06
477,2.4422657429622874e-06
478,1.0735691409531048e-05
479,3.831430588531588e-06
480,6.272288745232344e-06
481,1.088446679021834e-05
482,1.8679442729148463e-05
483,4.99210707579136e-06
484,7.652791369210465e-06
485,4.1835765670706553e-07
486,3.033237529155504e-06
487,5.4898601396694e-06
488,9.857974833028626e-06
489,1.1880683999364003e-05
490,4.615275209454249e-06
491,2.7182738545764577e-07
492,1.2840681640917607e-05
493,7.019279811849692e-06
494,9.397849663976165e-06
495,2.4538663784549496e-06
496,5.590946131158632e-06
497,1.8228150069225353e-05
498,4.206453792412537e-06
499,9.975030504626999e-06
500,1.3224371325692405e-05
501,5.761613762441944e-06
502,9.158492403146468e-06
503,3.591041224657916e-06
504,3.7533896789859643e-07
505,1.992526445597088e-06
506,1.8253406057242954e-05
507,1.162520224489967e-05
508,6.6091794232815865e-06
509,2.5506922828576646e-06
510,8.037648939289616e-06
511,2.90437904364721e-06
512,1.245078879652716e-05
513,4.47783820969358e-07
514,7.820589581916391e-06
515,5.928101131806969e-06
516,1.2276853384208304e-05
517,2.4502811664194876e-07
518,8.554991435478804e-06
519,4.972695938905038e-06
520,2.330004703299031e-05
521,4.426315862350153e-06
522,6.221320631811437e-06
523,8.976460569929744e-06
524,9.138777517927173e-06
525,9.872322695728687e-06
526,9.393766032418379e-06
527,5.255425646826819e-06
528,1.00911577346297e-05
529,7.529720214352505e-06
530,4.208077944353313e-06
531,5.096579461450726e-06
532,7.306905128662407e-06
533,3.3010464976904803e-06
534,1.1366598227871036e-05
535,1.3797817757696928e-05
536,7.49584887095668e-06
537,1.4415546454444259e-05
538,1.2063248228612681e-05
539,3.90811676124217e-07
540,4.306788370166291e-06
541,5.476456074954112e-06
542,1.0692669960253106e-05
543,2.226389518811215e-06
544,6.102843493819475e-06
545,5.533427321061828e-06
546,1.0458298011366387e-06
547,6.142228555543987e-07
548,9.108823531116327e-07
549,3.69666799933491e-06
550,5.571987159931574e-06
551,3.7682997577813835e-06
552,9.335402407138445e-06
553,4.801229931039327e-06
554,9.953212749630231e-06
555,6.3054732926888564e-06
556,2.3582241468783946e-06
557,5.113504067743677e-06
558,1.2285057083816701e-05
559,3.413010987407075e-06
560,1.1568972018578201e-05
561,1.2224076499668583e-06
562,4.275682687867945e-06
563,1.6532650166548807e-05
564,2.356237223745257e-06
565,4.872670809589527e-07
566,1.3647383708288374e-05
567,5.06556263635017e-06
568,2.669707301453581e-06
569,8.273310957368916e-06
570,1.5023206557064137e-05
571,2.1529805938428706e-05
572,3.4844476041856386e-06
573,3.060082275227254e-06
574,2.5392493749311907e-06
575,9.3261593381128e-07
576,3.17313678087951e-06
577,2.3572272741378125e-05
578,1.4694935045040894e-05
579,1.3879751760868378e-05
580,3.672852815700109e-06
581,8.828818486604516e-06
582,8.910955114996014e-06
583,1.312439589473256e-05
584,1.5474933682112102e-05
585,4.556985728147605e-06
586,9.788914782949844e-07
587,6.621540656057185e-06
588,1.1820230526698019e-05
589,5.612949411917531e-06
590,4.6314402492458784e-06
591,1.6373337158244389e-07
592,7.755229492412398e-06
593,2.8773594444247244e-06
594,5.499940442097822e-06
595,4.515860856596409e-06
596,1.218070768582423e-05
597,1.2636378026657231e-05
598,5.23996726795191e-06
599,5.8036724449899905e-06
600,3.447532918415514e-06
601,9.64412328389146e-06
602,7.160763917074332e-06
603,7.417947554589403e-06
604,2.570055010574845e-06
605,1.1133262162231956e-05
606,1.2122071393352827e-05
607,8.680551289579334e-07
608,1.1720212088454344e-05
609,1.7849368695678227e-05
610,1.8322090607092008e-05
611,1.1260579176869815e-05
612,9.048524788734287e-06
613,3.0893954661603767e-06
614,6.093556134374602e-06
615,6.463951161153035e-07
616,1.6106424017374543e-06
617,1.3837665478496056e-05
618,1.0754376013505569e-05
619,9.91489527859618e-06
620,1.1640777351767505e-05
621,1.1937491440506707e-05
622,7.901549607112022e-06
623,1.972918764187327e-06
624,9.705003122814654e-07
625,1.404120246878734e-05
626,1.3688430385229773e-05
627,5.9896847671043e-06
628,4.068332517951807e-06
629,4.90221570514701e-06
630,8.557156298850319e-07
631,3.782831329451917e-06
632,1.3797926124079519e-05
633,2.0838877427317366e-05
634,2.8381535158864766e-06
635,3.1381171360962123e-06
636,2.95430064818206e-06
637,3.331630397772256e-06
638,3.1258469527505015e-06
639,9.910319669926158e-06
640,5.7423164214068615e-06
641,2.3034623777389286e-05
642,1.3217853393794805e-05
643,9.032959570207321e-06
644,1.935843832058564e-06
645,1.4519702522127282e-06
646,1.10277480407787e-05
647,6.099852673000913e-06
648,1.043874470026361e-06
649,6.767419924039167e-06
650,6.834875194321959e-06
651,1.7369648244087766e-06
652,6.310527659668384e-06
653,1.9895213826923736e-05
654,2.1591505181545563e-06
655,8.289476800736649e-06
656,1.1449128165928388e-05
657,6.413134492136681e-06
658,6.429554658582993e-06
659,1.316906742381464e-06
660,1.6329586190484748e-06
661,7.087945779001295e-06
662,8.123791992531004e-06
663,5.137282377792488e-07
664,2.7440243831306726e-06
665,1.6120317598090515e-05
666,9.766430257777534e-06
667,7.981497247213784e-06
668,4.13994115274513e-06
669,9.336408184881349e-06
670,1.431949219305676e-06
671,3.3943786290009706e-06
672,4.11767477543171e-06
673,7.3856695297446124e-06
674,1.7368403992838674e-05
675,6.051420639786173e-06
676,1.1138069853536085e-05
677,3.195091731415095e-06
678,9.601404004855471e-06
679,7.946463935910955e-06
680,7.4117421777287335e-06
681,2.5984782246177146e-05
682,9.397186181176982e-06
683,2.082586178165483e-08
684,6.526117943872272e-07
685,1.5185407882539797e-05
686,2.2824208916097384e-06
687,4.73034505335186e-06
688,1.929959877373416e-05
689,3.7902105300645156e-06
690,2.11883246878319e-06
691,1.656981152230108e-05
692,1.4999969237212357e-05
693,1.5064857147648332e-06
694,7.385217212149811e-06
695,1.1264004544748581e-05
696,1.02432153115461e-05
697,1.898964495652348e-05
698,6.2712155179596846e-06
699,8.535497738209336e-06
700,1.753027833204247e-07
701,2.2646326593170113e-06
702,1.5545000554957408e-05
703,1.9565940168796542e-06
704,5.148207284035751e-06
705,3.2376478169940448e-06
706,1.1209413552133675e-05
707,6.673056470131375e-06
708,7.22147081231165e-06
709,6.070587956188287e-06
710,2.229508172216709e-06
711,3.5347523888627756e-06
712,1.3076520102078618e-05
713,9.005938934644889e-06
714,6.225209000240661e-06
715,2.846133587850665e-06
716,1.3544401259330016e-06
717,1.9393403696879584e-05
718,3.2218511271732986e-06
719,2.2911560737965316e-06
720,5.7671330227438296e-06
721,3.2331724268541353e-06
722,7.995176344427085e-06
723,3.292727147133927e-06
724,8.947916786345254e-06
725,5.450411407546436e-07
726,2.8713108063095965e-05
727,5.270619028609027e-06
728,3.2418344282079135e-06
729,6.177238640522769e-06
730,1.0159865577773714e-05
731,8.826373840804335e-06
732,2.0176689692156103e-05
733,1.6143232250992196e-05
734,2.150586450480981e-05
735,4.6281092304613505e-06
736,1.2572458002201271e-05
737,7.6186363871757875e-06
738,4.163827493315419e-06
739,1.7587302303417346e-06
740,1.3786419132480955e-05
741,2.3726884317815944e-06
742,2.250336343477495e-06
743,4.617833617627844e-06
744,1.8155148032874527e-07
745,7.0297396572472735e-06
746,4.0225144478261185e-06
747,1.6719268696535757e-06
748,1.040598922580536e-05
749,1.587281778265614e-06
750,6.541595116230113e-07
751,7.503091568441436e-06
752,2.241499792393756e-05
753,3.458999473127197e-06
754,6.4390842330380375e-06
755,6.14271415472688e-06
756,7.3699863760013445e-06
757,3.6368510777519007e-06
758,8.531576855307025e-06
759,3.1146145644158653e-06
760,1.1955932722566732e-06
761,1.2756909594732282e-05
762,4.865860135529291e-06
763,2.0051069816062366e-06
764,2.499111664662033e-05
765,1.4121275094187544e-05
766,9.798813788425305e-07
767,1.536174227383532e-05
768,1.9032346794976704e-05
769,1.3561182834347943e-05
770,3.5188667634956076e-06
771,2.7018513527433604e-06
772,1.3790106154269172e-05
773,1.467710481716051e-05
774,5.51294513394499e-06
775,7.55190529999655e-06
776,9.922024961951791e-06
777,1.283731677104673e-05
778,1.4345307574811007e-05
779,1.4647079834328447e-05
780,6.861791019327136e-06
781,8.94439991238857e-06
782,3.385235590339702e-06
783,3.545055179124311e-06
784,1.5498224417520967e-05
785,7.0297739908114295e-06
786,3.8049542342836965e-06
787,1.728047682191164e-05
788,1.3926982584472742e-05
789,4.15739106689868e-06
790,1.1485514013197688e-05
791,4.894192460876313e-06
792,3.7140166216322876e-06
793,1.8434015899761802e-06
794,6.553717122958774e-06
795,7.263086916344254e-06
796,1.0432953943166196e-05
797,3.7863563737153895e-06
798,5.9988698421494276e-06
799,3.1233631214361178e-06
800,4.571594158255631e-06
801,1.3577770002384601e-05
802,5.976654398540138e-06
803,5.393901517071514e-06
804,9.74592016024355e-07
805,7.368817725187569e-06
806,2.082365185903838e-05
807,1.0908074774781318e-05
808,9.151181413919537e-06
809,1.9659534364509987e-05
810,1.1953390597199659e-05
811,5.258597370379732e-06
812,5.816217375872629e-06
813,1.5925473607504523e-05
814,1.7262716542872964e-05
815,1.0976471908109513e-05
816,5.080997187131155e-06
817,1.046728513106852e-05
818,3.5170560414089525e-07
819,4.14895262089913e-06
820,5.7660451247823655e-06
821,4.574936723961913e-06
822,1.4344410364240976e-05
823,1.4965536502697994e-05
824,7.089630374028576e-06
825,6.37768795734292e-06
826,2.1325457163979223e-06
827,6.282549212263525e-06
828,9.270410113127752e-07
829,5.675281685384019e-06
830,7.458431807388179e-06
831,2.0080508870658692e-06
832,6.905875461144744e-06
833,1.4066808454602055e-05
834,4.635533854427066e-06
835,2.6628947274768452e-06
836,3.2542762608715196e-06
837,3.210442135548875e-06
838,1.2824203845315327e-06
839,4.146173095374027e-06
840,1.6794951828824677e-05
841,2.271819836434734e-05
842,6.538563554092685e-06
843,1.1794144907449087e-06
844,1.9543410359033082e-05
845,3.1579265202150197e-06
846,1.7387297367610517e-05
847,2.563057721147813e-06
848,1.4519561559607528e-05
849,8.070905846536741e-07
850,8.582433350714112e-06
851,9.339117934031894e-06
852,8.860248066941974e-06
853,3.204123087123886e-06
854,6.492809113630519e-06
855,9.186139888478302e-06
856,1.8378616178843577e-06
857,1.5775593272790583e-07
858,1.644481001315753e-05
859,1.031956917037451e-05
860,1.1276657714808591e-05
861,1.8013680397611315e-05
862,1.2928362007369138e-05
863,9.469601180267613e-06
864,2.5266319614489306e-05
865,1.585765293139072e-05
866,1.2343568270011662e-07
867,5.140467788950925e-06
868,8.898348101143422e-06
869,6.870395986905617e-06
870,3.887499693455592e-06
871,7.938514274493924e-06
872,1.1763992624030508e-05
873,2.1867193258270117e-05
874,1.9975818528612932e-05
875,1.3545237845322173e-05
876,1.5688521212823772e-05
877,8.140098293916536e-07
878,2.3942539155876235e-06
879,4.51699589496569e-06
880,6.6762270658152836e-06
881,6.320482731651601e-07
882,1.8175274581313249e-06
883,1.2612215463138707e-05
884,1.400002356005116e-05
885,6.0585104592373145e-06
886,1.3543207060505696e-06
887,9.24901540086929e-06
888,2.3708774565629393e-05
889,9.057468216776431e-07
890,7.687389548499872e-07
891,2.542318727602712e-05
892,6.206524900667647e-06
893,1.0185988128531875e-05
894,5.764719419033179e-06
895,2.5274153517045235e-06
896,8.151669698387603e-06
897,9.1549532266769e-06
898,1.138227839257859e-05
899,1.553478462666506e-05
900,5.526084148068011e-06
901,1.7669055425652176e-06
902,6.571229412399952e-06
903,9.92334630372875e-06
904,2.8760896387962547e-07
905,2.2533909141854345e-05
906,7.190178088485931e-06
907,1.2302636874376606e-06
908,7.645645896510856e-07
909,1.1700183922159898e-05
910,3.3886876735966143e-06
911,1.6388629120913235e-05
912,5.7287198788814015e-06
913,4.856324595280859e-06
914,2.2707399859416165e-05
915,6.412166332969431e-06
916,7.157404582830932e-06
917,1.609835197139427e-05
918,9.132184927183145e-06
919,5.44610890498358e-06
920,9.278638740676895e-06
921,2.1628794434380657e-06
922,4.59969187381982e-06
923,5.0686199381007895e-06
924,4.459464114795227e-06
925,2.6312027058157506e-06
926,1.8077263422635892e-06
927,1.0536222929528967e-05
928,9.36760125011382e-06
929,1.181351947431192e-05
930,1.3731675104736773e-05
931,8.756976518740464e-07
932,1.7737432520076517e-05
933,3.4519468528445465e-05
934,8.898094423570522e-06
935,3.5128995115305e-06
936,2.2457683798877535e-06
937,4.350410749230484e-06
938,7.209110111621885e-06
939,3.825593882158732e-06
940,1.7897625931021032e-05
941,1.0978639687688052e-05
942,3.2546753589968e-07
943,9.1251595781143e-06
944,9.826497487803398e-06
945,2.3480356278581705e-06
946,1.6179408999347562e-05
947,3.983070326693115e-06
948,7.328854762582758e-06
949,3.201557176199782e-06
950,9.357863356595263e-06
951,8.877828218761071e-06
952,2.4524912102230063e-06
953,1.2642584248379394e-08
954,7.688618631739797e-06
955,1.2323945002386548e-05
956,1.8389824905168143e-05
957,5.553194321913691e-07
958,6.868873834982586e-07
959,2.9562457805219034e-06
960,3.6228869451093677e-06
961,8.842690336649345e-06
962,7.999525306504636e-08
963,8.783147645381373e-07
964,7.794567320532725e-06
965,3.0786184708315046e-06
966,4.603886607620911e-06
967,1.1226054442086871e-05
968,2.503371455606269e-07
969,4.934764317377969e-07
970,1.613127400373091e-05
971,2.830051372039474e-06
972,1.1688316888029596e-05
973,9.855402644299219e-06
974,1.7318951425968785e-06
975,3.335372265385311e-06
976,7.393823064394881e-06
977,8.559113504296803e-06
978,8.391489461599229e-08
979,8.097204636733911e-06
980,2.0551198155539162e-07
981,3.798647028294841e-06
982,1.4877443827875097e-05
983,7.629650597764401e-06
984,3.5512345367808817e-06
985,1.6779599051541547e-05
986,5.841815623732809e-06
987,6.282038124579386e-06
988,2.098884188957838e-05
989,1.0588393725312193e-05
990,5.011044027711021e-06
991,1.003580681001356e-06
992,6.3696646334443e-06
993,1.0336752263432797e-06
994,5.550262199951962e-07
995,5.018675437735801e-06
996,1.509791231462081e-05
997,6.454525972835532e-07
998,5.672823667176119e-06
999,4.251970214831196e-06
